"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL1079576";"PHENPROBAMATE";"MH-532|NSC-44682|NSC-50538|NSC-64270|PHENPROBAMATE|SPANTOL";"MH-532|NSC-44682|NSC-50538|NSC-64270";"-1.0";"";"'-bamate'";"";"tranquilizers/antiepileptics (propanediol and pentanediol groups)";"'-bamate(-bamate)'";"";"M03BA51 | M03BA01 | M03BA71";"M03BA - Carbamic acid esters | M03BA - Carbamic acid esters | M03BA - Carbamic acid esters";"M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS | M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS | M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS";"M03 - MUSCLE RELAXANTS | M03 - MUSCLE RELAXANTS | M03 - MUSCLE RELAXANTS";"M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NC(=O)OCCCc1ccccc1"
"CHEMBL1590076";"SECALCIFEROL";"24(R),25-(OH)2D3|24, 25-DIHYDROXYCHOLECALCIFEROL|Osteo D|SECALCIFEROL";"";"-1.0";"";"'-calci-'";"1989";"vitamin D analogs";"'-calci-(-calci-)'";"";"";"";"";"";"";"Regulator (calcium)";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12"
"CHEMBL3989874";"BARIUM HYDROXIDE LIME";"BARIUM HYDROXIDE LIME|CAUSTIC BARYTA";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"9:Inorganic";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"[Ba+2].[Ca+2].[OH-].[OH-].[OH-].[OH-]"
"CHEMBL2104367";"IOPYDONE";"IOPYDONE|NSC-135284";"NSC-135284";"-1.0";"";"'io-'";"1963";"iodine-containing contrast media";"'io-(io-)'";"";"";"";"";"";"";"Diagnostic Aid (radiopaque medium, bronchographic)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=c1c(I)c[nH]cc1I"
"CHEMBL1598450";"AROFYLLINE";"AROFYLLINE|LAS 31025|LAS-31025";"LAS 31025|LAS-31025";"-1.0";"";"'-fylline'";"1997";"theophylline derivatives";"'-fylline(-fylline)'";"";"";"";"";"";"";"Anti-Asthmatic (type IV phosphodiesterase inhibitor); Asthma Prophylactic; Bronchodilator";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCn1c(=O)c2[nH]cnc2n(-c2ccc(Cl)cc2)c1=O"
"CHEMBL2104673";"ACECARBROMAL";"ABASIN|ACECARBROMAL|ACETYLCARBROMAL|PAXAREL|Sedamyl";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCC(Br)(CC)C(=O)NC(=O)NC(C)=O"
"CHEMBL106593";"PRALMORELIN";"GHRP-2|KP-102|PRALMORELIN";"KP-102";"-1.0";"";"'-relin'";"1997";"prehormones or hormone-release stimulating peptides: growth hormone-release stimulating peptides";"'-relin(-relin (-morelin))'";"";"";"";"";"";"";"Growth Hormone Releasing Factor";"None";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H](C)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O"
"CHEMBL2106612";"RISPENZEPINE";"RISPENZEPINE";"";"-1.0";"";"'-pine'";"";"tricyclic compounds";"'-pine(-pine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CN1CCCC(C(=O)N2c3ccccc3NC(=O)c3cccnc32)C1"
"CHEMBL276368";"TIMEGADINE";"TIMEGADINE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(/N=C(\Nc2nccs2)NC2CCCCC2)c2ccccc2n1"
"CHEMBL2107652";"BENOXAFOS";"BENOXAFOS";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOP(=S)(OCC)SCc1nc2cc(Cl)cc(Cl)c2o1"
"CHEMBL2106150";"DICHLORMEZANONE";"DICHLORMETHAZANONE|DICHLORMEZANONE|NSC-169109|WIN-12267";"NSC-169109|WIN-12267";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1"
"CHEMBL3989508";"DUAZOMYCIN";"A-10270A|DIAZOMYCIN A|DUAZOMYCIN|DUAZOMYCIN A|NSC-51097";"A-10270A|NSC-51097";"-1.0";"";"'-mycin'";"1962";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)N[C@@H](CCC(=O)C=[N+]=[N-])C(=O)O"
"CHEMBL2219740";"CALCIUM GLUBIONATE";"CALCIUM GLUBIONATE|Neo-Calglucon";"";"4.0";"";"";"1970";"";"";"";"";"";"";"";"";"Replenisher (calcium)";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2]"
"CHEMBL3989836";"VINFORMIDE";"FORMYLLEUROSINE|N-DEMETHYL-N-FORMYLLEUROSINE|NSC-269419|VINFORMIDE";"NSC-269419";"-1.0";"";"'vin-'";"";"vinca alkaloids";"'vin-(vin-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@]12CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(c4cc5c(cc4OC)N(C=O)[C@H]4[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]6(CC)C=CCN7CC[C@]54[C@@H]76)C[C@@H](C3)[C@H]1O2"
"CHEMBL2105441";"TIENOCARBINE";"TIENOCARBINE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4"
"CHEMBL2104220";"DELMOPINOL";"DECAPINOL|DELMOPINOL|DELMOPINOL HCL|DELMOPINOL HYDROCHLORIDE|M-1650";"M-1650";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCCC(CCC)CCCC1COCCN1CCO"
"CHEMBL2106558";"AMFLUTIZOLE";"AMFLUTIZOLE|LY 141894|LY-141894";"LY 141894|LY-141894";"-1.0";"";"";"1983";"";"";"";"";"";"";"";"";"Suppressant (gout)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Nc1c(-c2cccc(C(F)(F)F)c2)nsc1C(=O)O"
"CHEMBL2104236";"DAGAPAMIL";"DAGAPAMIL";"";"-1.0";"";"'-pamil'";"";"coronary vasodilators (verapamil type)";"'-pamil(-pamil)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCCCCCC(C#N)(CCCN(C)CCc1cccc(OC)c1)c1cc(OC)c(OC)c(OC)c1"
"CHEMBL287064";"NOMELIDINE";"NOMELIDINE|Nomelidine";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CNC/C=C(/c1ccc(Br)cc1)c1cccnc1"
"CHEMBL2106599";"BUTEDRONIC ACID";"BUTEDRONIC ACID";"";"-1.0";"";"'-dronate'";"1988";"calcium metabolism regulators";"'-dronate(-dronate)'";"";"";"";"";"";"";"Diagnostic Aid (bone imaging)";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=C(O)CC(C(=O)O)C(P(=O)(O)O)P(=O)(O)O"
"CHEMBL3187384";"AMOGASTRIN";"AMOGASTRIN";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O"
"CHEMBL2106295";"DRAMEDILOL";"DRAMEDILOL";"";"-1.0";"";"'-dil-'";"";"vasodilators (undefined group)";"'-dil-(-dil-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(CCNCC(O)COc2ccc(NN=C(C)C)nn2)cc1OC"
"CHEMBL2107610";"SULICRINAT";"SULICRINAT";"";"-1.0";"";"'-crinat'";"";"diuretics (ethacrynic acid derivatives)";"'-crinat(-crinat)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NS(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)ccc1Cl"
"CHEMBL357440";"PIVOXAZEPAM";"PIVOXAZEPAM|Pivoxazepam";"";"-1.0";"";"'-azepam'";"";"antianxiety agents (diazepam type)";"'-azepam(-azepam)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O"
"CHEMBL304639";"ZOLASARTAN";"GR 117289C|GR-117289|GR-117289C|ZOLASARTAN";"GR 117289C|GR-117289|GR-117289C";"-1.0";"";"'-sartan'";"";"angiotensin II receptor antagonists";"'-sartan(-sartan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nnn[nH]3)c(Br)c2c1"
"CHEMBL2104201";"ELFAZEPAM";"ELFAZEPAM|NSC-297938|SK&F 72517";"NSC-297938|SK&F 72517";"-1.0";"";"'-azepam'";"1976";"antianxiety agents (diazepam type)";"'-azepam(-azepam)'";"";"";"";"";"";"";"Appetite Stimulant (veterinary)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21"
"CHEMBL2110763";"BECANTHONE";"BECANTONE";"";"-1.0";"";"";"1965";"";"";"";"";"";"";"";"";"Antischistosomal";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CCNc1ccc(C)c2sc3ccccc3c(=O)c12)CC(C)(C)O"
"CHEMBL17313";"CARAFIBAN";"CARAFIBAN|Carafiban";"";"-1.0";"";"'-fiban'";"";"fibrinogen receptor antagonists (glycoprotein IIb/IIIa receptor antagonists)";"'-fiban(-fiban)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCOC(=O)C[C@H](NC(=O)CN1C(=O)N[C@@](C)(c2ccc(C(=N)N)cc2)C1=O)c1ccccc1"
"CHEMBL2106799";"NICOFIBRATE";"CLOFENPYRIDE|CLOFINOL|NICOFIBRATE";"";"-1.0";"";"'-fibrate'";"";"antihyperlipidemics (clofibrate type)";"'-fibrate(-fibrate)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cccnc1"
"CHEMBL2111028";"METHYLPREDNISOLONE PHOSPHORIC ACID";"";"";"-1.0";"";"'-olone; -pred-'";"1973";"steroids (not prednisolone derivatives); prednisone and prednisolone derivatives";"'-olone(-olone); -pred-(-pred-)'";"";"";"";"";"";"";"Glucocorticoid";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COP(=O)(O)O)[C@@]2(C)C=CC(=O)C=C12"
"CHEMBL2104387";"CEMADOTIN";"CEMADOTIN|NSC-D-669356";"NSC-D-669356";"-1.0";"";"'-dotin'";"";"synthetic analogs of the dolastatin series";"'-dotin(-dotin)'";"";"";"";"";"";"";"";"None";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1)C(C)C"
"CHEMBL295409";"TIAMENIDINE";"HOE 440|HOE-440|Symcor Base TTS|TIAMENIDINE|Tiamenidine";"HOE 440|HOE-440";"-1.0";"";"";"1977";"";"";"";"";"";"";"";"";"Antihypertensive";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1csc(Cl)c1NC1=NCCN1"
"CHEMBL2107069";"PERSILIC ACID";"PERSILIC ACID";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=S(=O)(O)c1cc(O)c(S(=O)(=O)O)cc1O"
"CHEMBL2104882";"NICANARTINE";"NICANARTINE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)(C)c1cc(CCCOCc2cccnc2)cc(C(C)(C)C)c1O"
"CHEMBL30746";"SOTERENOL";"SOTERENOL";"";"-1.0";"";"";"1968";"";"";"";"";"";"";"";"";"Bronchodilator";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1"
"CHEMBL2107132";"NITROCYCLINE";"NITROCYCLINE";"";"-1.0";"";"'-cycline'";"1963";"antibiotics (tetracycline derivatives)";"'-cycline(-cycline)'";"";"";"";"";"";"";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc([N+](=O)[O-])c4C[C@H]3C[C@@H]12"
"CHEMBL1237049";"TICARCILLIN CRESYL";"";"";"-1.0";"";"'-cillin'";"1976";"penicillins";"'-cillin(-cillin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1ccc(OC(=O)[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccsc2)cc1"
"CHEMBL1742418";"PROPINETIDINE";"PROPINETIDINE";"";"-1.0";"";"'-tidine'";"";"H2-receptor antagonists (cimetidine type)";"'-tidine(-tidine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C#CCC1(OC(=O)CC)CCN(CCc2ccccc2)CC1"
"CHEMBL1163488";"APOVINCAMINE";"APOVINCAMINE|CIS-APOVINCAMINE|VINPOCETINE RELATED COMPOUND B";"";"-1.0";"";"'-vin-'";"";"vinca alkaloids";"'-vin-(-vin-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@@]12C=C(C(=O)OC)n3c4c(c5ccccc53)CCN(CCC1)[C@H]42"
"CHEMBL2106511";"NICOPHOLINE";"NICOPHOLINE|NSC-57501|NSC-760437";"NSC-57501|NSC-760437";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(c1cccnc1)N1CCOCC1"
"CHEMBL1329032";"ISOSPAGLUMIC ACID";"ISOSPAGLUMIC ACID|N-ACETYLASPARTYLGLUTAMIC ACID|N-Acetylaspartylglutamate|NAAGA";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O"
"CHEMBL1871418";"RONNEL";"BLITEX|DERMAFOS|ECTORAL|ENT 23,284|ENT-23284|ETROLENE|FENCHLORPHOS|FENCLOFOS|FENCLORFOS|FENCLORVUR|GESEKTIN K|KORLAN|KORLANE|NANCHOR|NANKOR|NSC-8926|OMS-123|REMELT|RONNEL|ROVAN|TRICHLORMETAPHOS|TRICHLOROMETAPHOS|TROLEN|TROLENE|VIOZENE";"ENT 23,284|ENT-23284|NSC-8926|OMS-123";"-1.0";"";"";"1973";"";"";"";"";"";"";"";"";"Insecticide (systemic)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl"
"CHEMBL13178";"PRAVADOLINE";"PRAVADOLINE";"";"-1.0";"";"'-adol-'";"1989";"analgesics (mixed opiate receptor agonists/antagonists)";"'-adol-(-adol-)'";"";"";"";"";"";"";"Analgesic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1"
"CHEMBL58832";"ASPARAGINE";"7NG0A2TUHQ|ASPARAGINE|ASPARAGINE ANHYDROUS|L-ASPARAGINE ANHYDROUS|L-asparagine|NSC-82391";"NSC-82391";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"NC(=O)C[C@H](N)C(=O)O"
"CHEMBL2104857";"PETRICHLORAL";"PETRICHLORAL";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl"
"CHEMBL1200627";"PROPIOLACTONE";".BETA.-PROPIOLACTONE|BETA-PROPIOLACTONE|Betaprone|NSC-21626|PROPIOLACTONE";"NSC-21626";"4.0";"Forest Laboratories Inc";"";"1964";"";"";"";"";"";"";"";"";"Disinfectant";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Discontinued";"O=C1CCO1"
"CHEMBL4297518";"MIRODENAFIL";"MIRODENAFIL|SK-3530 FREE BASE|SK3530 FREE BASE";"SK-3530 FREE BASE|SK3530 FREE BASE";"1.0";"";"'-afil'";"";"phosphodiesterase type 5 inhibitors (PDE5) inhibitors: (PDE5) inhibitors containing a sulfonamide moiety";"'-afil(-afil (denafil))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1"
"CHEMBL65547";"PSILOCIN";"4-HO-DMT|PSILOCYN|Psilocin";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(C)CCc1c[nH]c2cccc(O)c12"
"CHEMBL1365675";"AMITRAZ";"AMITRAZ|CERTIFECT|NSC-324552|U-36,059|U-36-059|U-36059";"NSC-324552|U-36,059|U-36-059|U-36059";"-1.0";"";"";"1981";"";"";"";"";"";"";"";"";"Scabicide";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1"
"CHEMBL1201327";"ACETRIZOIC ACID";"ACETRIZOATE|ACETRIZOIC ACID|Acetrizoic Acid|NSC-758681|UROKONIC ACID";"NSC-758681";"4.0";"Ortho Mcneil Pharmaceutical Inc";"";"";"";"";"";"V08AA07";"V08AA - Watersoluble, nephrotropic, high osmolar X-ray contrast media";"V08A - X-RAY CONTRAST MEDIA, IODINATED";"V08 - CONTRAST MEDIA";"V - VARIOUS";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"1";"0";"Discontinued";"CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I"
"CHEMBL2105103";"GESTACLONE";"GESTACLONE|SH 1040|SH-1040";"SH 1040|SH-1040";"-1.0";"";"'-clone'";"1969";"hypnotics/tranquilizers (zopiclone type)";"'-clone(-clone)'";"";"";"";"";"";"";"Progestin";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)[C@@]12C[C@@H]1C[C@H]1[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]12C"
"CHEMBL22207";"RACEMETHORPHAN";"DEOXYDIHYDROTHEBACODINE|DL-3-METHOXY-N-METHYLMORPHINAN|IDS-NR-001|METHORPHAN|RACEMETHORPHAN|RACEMETHORPHANUM";"IDS-NR-001";"-1.0";"";"'-orphan'";"";"narcotic antagonists/agonists (morphinan derivatives)";"'-orphan(-orphan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3"
"CHEMBL141837";"PENTISOMIDE";"CM-7857|ME-3202|PENTICAINIDE|PENTISOMIDE|PROPISOMIDE|Pentisomide";"CM-7857|ME-3202";"-1.0";"";"'-isomide'";"";"antiarrhythmics (disopyramide derivatives)";"'-isomide(-isomide)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)CC(CCN(C(C)C)C(C)C)(C(N)=O)c1ccccn1"
"CHEMBL1945334";"SODIUM SULFITE";"ANHYDROUS SODIUM SULPHITE|DRIED SODIUM SULFITE|E-221|INS NO.221|INS-221|NATRUM SULPHUROSUM|S-WAT|SODIUM SULFITE|SODIUM SULFITE ANHYDROUS|SODIUM SULFITE, ANHYDROUS|SODIUM SULPHITE ANHYDROUS|SULFUROUS ACID, DISODIUM SALT|SULFUROUS ACID, SODIUM SALT|SULFUROUS ACID, SODIUM SALT (1:2)";"E-221|INS NO.221|INS-221|S-WAT";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"9:Inorganic";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"O=S([O-])[O-].[Na+].[Na+]"
"CHEMBL1332971";"CLONIXIN";"CLONIXIN|NSC-335505|SCH 10304|SCH-10304";"NSC-335505|SCH 10304|SCH-10304";"-1.0";"";"'-nixin'";"1969";"anti-inflammatory agents (anilinonicotinic acid derivatives)";"'-nixin(-nixin)'";"";"";"";"";"";"";"Analgesic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1c(Cl)cccc1Nc1ncccc1C(=O)O"
"CHEMBL2105814";"BISBENTIAMINE";"BENZOYLTHIAMINDISULFID|BESTON|BISBENTIAMINE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N"
"CHEMBL295433";"ORBIFLOXACIN";"NSC-758614|ORBIFLOXACIN|Orbax|Orbifloxacin";"NSC-758614";"-1.0";"";"'-oxacin'";"";"antibacterials (quinolone derivatives)";"'-oxacin(-oxacin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1"
"CHEMBL252312";"DEXSOTALOL";"(S)-SOTALOL|D-SOTALOL|DEXSOTALOL|L-SOTALOL|SOTALOL, (S)-|SOTALOL, D-";"";"-1.0";"";"'-alol'";"1995";"combined alpha and beta blockers";"'-alol(-alol)'";"";"";"";"";"";"";"Cardiac Depressant (anti-arrhythmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1"
"CHEMBL310160";"BIPENAMOL";"BIPENAMOL";"";"-1.0";"";"";"1985";"";"";"";"";"";"";"";"";"Antidepressant";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NCc1ccccc1Sc1ccccc1CO"
